Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Product_ID,Sales,Quantity,Discount,Profit
CA-2017-127180,10/22/2017,10/24/2017,"First Class",TA-21385,TEC-CO-10004722,11199.968,4,0.2,3919.9888
US-2017-110604,5/15/2017,5/20/2017,"Standard Class",JF-15295,FUR-CH-10004287,220.96,1,0.2,24.858
CA-2015-162369,8/15/2015,8/19/2015,"Standard Class",TT-21265,OFF-ST-10000046,323.1,2,0,61.389
CA-2017-108441,6/12/2017,6/18/2017,"Standard Class",SB-20170,FUR-CH-10000595,858.24,4,0.1,143.04
US-2016-146794,9/26/2016,10/1/2016,"Standard Class",SH-19975,FUR-BO-10004467,424.9575,5,0.15,19.998
CA-2017-123372,11/28/2017,12/2/2017,"Standard Class",DG-13300,TEC-PH-10002834,1979.89,11,0,494.9725
CA-2014-126403,9/9/2014,9/12/2014,"Second Class",RR-19525,OFF-ST-10000078,1325.85,5,0,238.653
CA-2014-145317,3/18/2014,3/23/2014,"Standard Class",SM-20320,TEC-MA-10002412,22638.48,6,0.5,-1811.0784
CA-2017-156818,7/11/2017,7/13/2017,"Second Class",JD-16015,TEC-AC-10002323,132.6,6,0,17.238
CA-2015-121797,1/30/2015,2/6/2015,"Standard Class",CC-12145,TEC-MA-10000488,1919.976,3,0.2,215.9973
CA-2017-119193,12/22/2017,12/24/2017,"First Class",SK-19990,TEC-PH-10003072,629.958,7,0.4,94.4937
CA-2017-104801,2/13/2017,2/19/2017,"Standard Class",FH-14350,TEC-AC-10001838,799.96,4,0,343.9828
US-2014-141257,6/8/2014,6/14/2014,"Standard Class",CS-11950,FUR-CH-10002758,585.552,3,0.2,73.194
CA-2015-155306,4/17/2015,4/21/2015,"Standard Class",GA-14515,OFF-AP-10002651,1447.65,5,0,419.8185
CA-2016-146171,3/11/2016,3/15/2016,"Standard Class",JP-16135,OFF-ST-10001526,481.32,4,0,125.1432
CA-2017-167752,1/15/2017,1/18/2017,"First Class",RW-19690,OFF-AP-10002945,1924.16,8,0.2,312.676
US-2015-122140,4/2/2015,4/7/2015,"Standard Class",MO-17950,TEC-AC-10003038,50.12,7,0.2,-0.6265
CA-2014-154599,4/12/2014,4/17/2014,"Standard Class",KN-16450,TEC-PH-10001557,1075.088,14,0.2,94.0702
CA-2016-153318,10/25/2016,10/28/2016,"First Class",JS-15595,TEC-PH-10000984,783.96,5,0.2,78.396
US-2014-125521,3/14/2014,3/19/2014,"Standard Class",CK-12325,FUR-CH-10003379,1139.92,4,0,284.98
US-2016-162852,12/27/2016,12/31/2016,"Standard Class",BG-11695,FUR-CH-10004853,845.488,8,0.3,-12.0784
CA-2017-152093,9/10/2017,9/15/2017,"Standard Class",SN-20560,OFF-BI-10003527,762.594,3,0.8,-1143.891
CA-2017-157854,4/8/2017,4/15/2017,"Standard Class",DM-13345,OFF-BI-10001359,2690.97,3,0,1264.7559
CA-2016-128594,8/26/2016,8/29/2016,"First Class",DJ-13510,FUR-CH-10001215,1603.136,4,0.2,100.196
US-2016-167339,1/21/2016,1/23/2016,"Second Class",TD-20995,FUR-CH-10000785,1013.488,7,0.2,76.0116
US-2016-164630,1/4/2016,1/9/2016,"Standard Class",EB-13975,TEC-CO-10000971,959.968,4,0.2,119.996
US-2017-120390,10/19/2017,10/26/2017,"Standard Class",TH-21550,OFF-BI-10004995,1633.188,4,0.7,-1306.5504
CA-2017-137428,12/16/2017,12/21/2017,"Second Class",AY-10555,FUR-CH-10003817,97.184,2,0.2,6.074
US-2014-112872,12/6/2014,12/11/2014,"Second Class",RC-19960,FUR-TA-10003238,275.49,1,0.5,-170.8038
CA-2016-139269,5/25/2016,5/30/2016,"Standard Class",JB-16045,OFF-ST-10000689,1267.65,9,0,152.118
CA-2016-139010,2/21/2016,2/26/2016,"Second Class",MC-17635,OFF-ST-10001809,449.15,5,0,8.983
CA-2017-116519,10/13/2017,10/15/2017,"First Class",CR-12730,OFF-AP-10000828,904.9,5,0,253.372
CA-2017-134845,4/17/2017,4/23/2017,"Standard Class",SR-20425,TEC-MA-10000822,2549.985,5,0.7,-3399.98
CA-2017-124674,11/17/2017,11/23/2017,"Standard Class",JB-16000,FUR-BO-10002202,327.7328,2,0.32,-14.4588
CA-2015-135174,4/30/2015,5/2/2015,"Second Class",BP-11230,TEC-PH-10001530,1022.97,5,0.4,-255.7425
CA-2017-121419,4/2/2017,4/4/2017,"First Class",TC-21475,FUR-TA-10004534,411.8,2,0,70.006
CA-2016-128517,4/9/2016,4/14/2016,"Second Class",SW-20350,TEC-PH-10002555,517.9,2,0,134.654
US-2017-120089,11/30/2017,11/30/2017,"Same Day",ML-17755,OFF-AP-10003779,663.936,4,0.2,82.992
CA-2014-119375,11/17/2014,11/22/2014,"Standard Class",YC-21895,OFF-ST-10002011,2934.33,7,0,792.2691
CA-2017-119578,12/22/2017,12/27/2017,"Second Class",JG-15310,OFF-SU-10003505,695.16,6,0,34.758
CA-2016-150350,8/23/2016,8/30/2016,"Standard Class",MS-17770,TEC-MA-10001972,837.6,3,0.2,62.82
CA-2014-136399,12/16/2014,12/17/2014,"First Class",CC-12100,TEC-PH-10004977,627.168,4,0.2,70.5564
CA-2017-131828,2/11/2017,2/13/2017,"Second Class",CS-11845,FUR-CH-10004495,963.136,4,0.2,108.3528
CA-2015-147830,12/15/2015,12/18/2015,"First Class",NF-18385,TEC-AC-10002049,2025.36,6,0.2,607.608
CA-2016-138695,5/28/2016,6/3/2016,"Standard Class",KC-16675,FUR-CH-10003833,390.272,8,0.2,-24.392
CA-2017-152912,11/9/2017,11/12/2017,"Second Class",BM-11650,OFF-ST-10003208,1633.14,9,0,473.6106
CA-2017-104640,11/10/2017,11/16/2017,"Standard Class",FH-14275,OFF-BI-10003925,931.176,3,0.2,314.2719
US-2016-127971,11/20/2016,11/27/2016,"Standard Class",DW-13195,FUR-CH-10003774,318.43,5,0.3,-77.333
CA-2017-113355,12/1/2017,12/5/2017,"Standard Class",SJ-20215,FUR-CH-10002602,317.058,3,0.3,-18.1176
CA-2017-133865,5/8/2017,5/12/2017,"Standard Class",PS-19045,TEC-CO-10001046,3359.952,6,0.2,1049.985
CA-2014-102988,4/5/2014,4/9/2014,"Second Class",GM-14695,OFF-SU-10002881,4164.05,5,0,83.281
CA-2014-134551,12/20/2014,12/25/2014,"Standard Class",TS-21505,FUR-CH-10004287,662.88,3,0.2,74.574
US-2017-109253,8/21/2017,8/22/2017,"First Class",PR-18880,FUR-TA-10001539,568.728,3,0.2,28.4364
CA-2016-147536,12/26/2016,12/31/2016,"Standard Class",AR-10510,TEC-AC-10003280,89.97,3,0,18.8937
CA-2016-134887,3/25/2016,3/25/2016,"Same Day",TB-21280,TEC-AC-10003832,1287.45,5,0,244.6155
CA-2014-166471,8/9/2014,8/13/2014,"Standard Class",MG-17650,TEC-PH-10001530,1091.168,4,0.2,68.198
CA-2015-153381,9/24/2015,9/28/2015,"Standard Class",DE-13255,FUR-CH-10000988,1408.1,10,0,394.268
CA-2017-168858,11/19/2017,11/23/2017,"Standard Class",JD-16150,OFF-AP-10003849,2504.74,7,0,626.185
CA-2017-114258,11/5/2017,11/10/2017,"Second Class",EM-13825,TEC-PH-10003012,492.768,4,0.2,55.4364
CA-2014-124688,8/27/2014,8/29/2014,"First Class",CC-12610,FUR-TA-10003569,1202.94,3,0,300.735
CA-2015-157322,7/2/2015,7/6/2015,"Standard Class",RH-19600,OFF-ST-10003208,435.504,3,0.2,48.9942
CA-2016-107328,8/8/2016,8/15/2016,"Standard Class",CA-12055,FUR-TA-10001932,513.024,2,0.2,12.8256
CA-2016-150945,12/18/2016,12/20/2016,"Second Class",JK-16120,OFF-ST-10003716,900.08,4,0,117.0104
CA-2015-124975,6/22/2015,6/25/2015,"First Class",MG-17875,FUR-TA-10002645,796.425,7,0.5,-525.6405
CA-2014-120838,3/23/2014,3/26/2014,"Second Class",PO-18865,TEC-PH-10003484,604.752,6,0.2,37.797
CA-2017-103877,9/7/2017,9/14/2017,"Standard Class",RD-19660,OFF-BI-10003650,1577.94,3,0,757.4112
CA-2017-168109,7/3/2017,7/3/2017,"Same Day",JK-15640,TEC-MA-10001148,2395.2,6,0.2,209.58
CA-2016-104157,7/25/2016,7/29/2016,"Standard Class",MT-17815,FUR-TA-10004915,2430.08,8,0,388.8128
CA-2017-121839,9/24/2017,9/28/2017,"Standard Class",MH-18115,TEC-PH-10002885,1169.694,3,0.4,-253.4337
CA-2014-159835,11/17/2014,11/24/2014,"Standard Class",RB-19330,FUR-CH-10004997,657.93,5,0.3,-93.99
CA-2014-163559,9/23/2014,9/28/2014,"Second Class",ST-20530,OFF-BI-10002026,139.44,3,0.2,47.061
CA-2017-112529,11/19/2017,11/21/2017,"First Class",SC-20770,FUR-TA-10002622,718.116,6,0.3,-71.8116
CA-2017-113530,5/19/2017,5/21/2017,"Second Class",BC-11125,FUR-CH-10002647,681.408,12,0.2,42.588
CA-2017-133004,8/31/2017,9/5/2017,"Standard Class",AJ-10945,OFF-AP-10002439,638.73,9,0,166.0698
US-2014-169789,12/30/2014,1/4/2015,"Standard Class",MF-17665,OFF-BI-10004600,551.985,5,0.7,-459.9875
CA-2015-109575,9/18/2015,9/23/2015,"Standard Class",KH-16630,TEC-PH-10000895,1259.93,7,0,327.5818
CA-2017-168193,3/6/2017,3/11/2017,"Second Class",RM-19750,FUR-FU-10002554,71.97,3,0,16.5531
CA-2016-115476,3/17/2016,3/17/2016,"Same Day",VM-21835,TEC-PH-10000673,129.98,2,0,62.3904
CA-2015-103205,12/8/2015,12/10/2015,"Second Class",JJ-15760,TEC-PH-10004896,119.96,5,0.2,11.996
CA-2014-153913,12/16/2014,12/20/2014,"Second Class",KB-16585,FUR-CH-10000988,1013.832,9,0.2,101.3832
CA-2016-155530,12/17/2016,12/21/2016,"Standard Class",CM-12160,FUR-TA-10004256,2003.52,6,0.2,-325.572
CA-2017-147760,11/4/2017,11/5/2017,"First Class",KL-16555,TEC-PH-10002483,1359.96,5,0.2,118.9965
CA-2016-152471,7/8/2016,7/8/2016,"Same Day",ZD-21925,TEC-PH-10002824,823.96,5,0.2,51.4975
CA-2017-141873,10/9/2017,10/14/2017,"Standard Class",HG-14845,FUR-BO-10003034,314.352,3,0.2,-15.7176
CA-2015-140984,9/14/2015,9/18/2015,"Standard Class",CC-12685,OFF-ST-10000585,991.2,6,0,257.712
CA-2014-105984,11/24/2014,11/24/2014,"Same Day",MY-18295,TEC-PH-10000560,1049.97,5,0.4,-209.994
CA-2015-132486,10/23/2015,10/27/2015,"Second Class",JF-15355,FUR-CH-10001854,842.352,3,0.2,42.1176
US-2016-163881,11/24/2016,11/30/2016,"Standard Class",SP-20860,FUR-CH-10001394,1684.752,6,0.2,210.594
CA-2015-167010,4/5/2015,4/10/2015,"Standard Class",VT-21700,OFF-ST-10003816,563.808,4,0.2,21.1428
CA-2015-118955,6/16/2015,6/20/2015,"Standard Class",LS-17230,FUR-CH-10001708,197.372,2,0.3,-25.3764
US-2016-143448,12/10/2016,12/10/2016,"Same Day",MH-17455,FUR-CH-10003379,1424.9,5,0,356.225
US-2016-142685,6/23/2016,6/30/2016,"Standard Class",MG-17695,OFF-SU-10000157,835.17,7,0,16.7034
CA-2015-105627,3/8/2015,3/12/2015,"Standard Class",DK-12895,FUR-CH-10002084,860.93,7,0,189.4046
CA-2016-145730,3/3/2016,3/8/2016,"Standard Class",CC-12220,FUR-TA-10004915,637.896,3,0.3,-127.5792
US-2016-108777,12/12/2016,12/12/2016,"Same Day",JM-15655,TEC-AC-10002567,383.952,6,0.2,76.7904
US-2015-166520,7/16/2015,7/19/2015,"First Class",KE-16420,TEC-AC-10001990,599.9,10,0,191.968
CA-2014-122931,9/29/2014,10/3/2014,"Standard Class",SM-20950,OFF-ST-10004459,1801.632,6,0.2,-337.806
CA-2014-163034,11/24/2014,11/28/2014,"Standard Class",DK-12985,OFF-ST-10000046,646.2,5,0.2,-8.0775
CA-2015-156104,12/6/2015,12/8/2015,"Second Class",NP-18685,TEC-CO-10002095,999.98,2,0,449.991
US-2015-164308,9/24/2015,9/27/2015,"First Class",SC-20680,TEC-PH-10004120,821.94,6,0,213.7044
US-2014-156559,8/19/2014,8/26/2014,"Standard Class",LH-16900,FUR-BO-10000711,638.82,9,0,172.4814
CA-2015-102491,8/24/2015,8/28/2015,"Standard Class",KW-16435,TEC-MA-10000864,3080,7,0,1416.8
CA-2014-116904,9/23/2014,9/28/2014,"Standard Class",SC-20095,OFF-BI-10001120,9449.95,5,0,4630.4755
CA-2015-153416,11/24/2015,11/29/2015,"Standard Class",TS-21340,OFF-ST-10000060,454.86,7,0,54.5832
CA-2014-127299,9/19/2014,9/24/2014,"Standard Class",JL-15835,TEC-MA-10001127,2624.985,3,0.5,-944.9946
CA-2017-105914,10/2/2017,10/8/2017,"Standard Class",PV-18985,OFF-ST-10003716,1575.14,7,0,204.7682
CA-2017-166709,11/17/2017,11/22/2017,"Standard Class",HL-15040,TEC-CO-10004722,10499.97,3,0,5039.9856
CA-2015-143105,12/10/2015,12/10/2015,"Same Day",MA-17560,TEC-CO-10002095,799.984,2,0.2,249.995
CA-2014-145387,10/31/2014,11/2/2014,"Second Class",AM-10705,FUR-CH-10002320,1604.9,5,0,481.47
CA-2017-149881,4/1/2017,4/3/2017,"First Class",NC-18535,TEC-MA-10000418,4799.984,2,0.2,359.9988
CA-2017-117702,11/28/2017,12/4/2017,"Standard Class",LS-16975,FUR-FU-10000576,1049.2,5,0,272.792
CA-2016-157336,12/1/2016,12/5/2016,"Second Class",SJ-20500,FUR-CH-10004997,751.92,4,0,150.384
US-2016-131611,11/5/2016,11/9/2016,"Standard Class",EP-13915,FUR-BO-10000780,956.6648,7,0.32,-225.0976
US-2016-107440,4/16/2016,4/20/2016,"Standard Class",BS-11365,TEC-MA-10001047,9099.93,7,0,2365.9818
CA-2017-102407,12/9/2017,12/13/2017,"Second Class",AT-10435,FUR-TA-10003748,896.328,9,0.2,22.4082
CA-2017-129021,8/23/2017,8/26/2017,"Second Class",PO-18850,TEC-PH-10001459,4367.896,13,0.2,327.5922
CA-2014-162278,10/26/2014,10/30/2014,"Second Class",AH-10585,TEC-PH-10000526,383.96,5,0.2,38.396
CA-2015-115945,6/25/2015,7/1/2015,"Standard Class",AB-10165,OFF-ST-10001963,304.23,3,0,9.1269
CA-2016-120355,9/18/2016,9/25/2016,"Standard Class",MM-17260,FUR-CH-10001394,631.782,2,0.1,140.396
CA-2017-169894,11/24/2017,11/29/2017,"Second Class",MV-17485,OFF-ST-10000060,415.872,8,0.2,-41.5872
CA-2015-155600,12/4/2015,12/7/2015,"Second Class",RO-19780,OFF-BI-10000545,1598.058,7,0.7,-1065.372
CA-2017-162565,12/11/2017,12/11/2017,"Same Day",RR-19315,FUR-CH-10003973,520.464,2,0.3,-14.8704
CA-2017-111332,5/20/2017,5/22/2017,"Second Class",NC-18340,OFF-ST-10003816,704.76,4,0,162.0948
CA-2014-166954,4/25/2014,4/30/2014,"Standard Class",BT-11305,FUR-CH-10003973,1487.04,5,0.2,148.704
CA-2017-111556,11/20/2017,11/22/2017,"First Class",CD-11920,TEC-PH-10001459,1259.97,3,0,327.5922
CA-2016-131737,3/17/2016,3/17/2016,"Same Day",GZ-14470,FUR-FU-10004306,971.5,5,0,252.59
CA-2016-100041,11/20/2016,11/25/2016,"Standard Class",BF-10975,OFF-PA-10000418,314.55,3,0,150.984
CA-2017-132339,8/19/2017,8/23/2017,"Standard Class",JB-15400,OFF-BI-10003925,387.99,1,0,182.3553
CA-2017-159464,5/18/2017,5/19/2017,"First Class",TB-21355,FUR-BO-10003546,302.94,3,0,75.735
CA-2016-168893,11/3/2016,11/8/2016,"Second Class",AP-10915,FUR-TA-10003392,842.94,3,0,160.1586
US-2016-111290,7/22/2016,7/26/2016,"Standard Class",DK-13375,OFF-ST-10001932,965.85,5,0,135.219
CA-2017-168641,11/24/2017,12/1/2017,"Standard Class",KA-16525,FUR-BO-10000780,321.568,2,0.2,-16.0784
CA-2017-130211,10/22/2017,10/22/2017,"Same Day",BD-11620,OFF-ST-10000129,333.09,3,0,23.3163
CA-2017-112753,6/18/2017,6/23/2017,"Standard Class",CC-12670,FUR-BO-10004015,917.9235,9,0.15,75.5937
CA-2017-155075,12/2/2017,12/9/2017,"Standard Class",GW-14605,OFF-BI-10003650,631.176,4,0.7,-462.8624
CA-2017-107167,6/10/2017,6/14/2017,"Standard Class",ND-18460,OFF-ST-10003805,1347.52,8,0.2,84.22
CA-2016-118759,11/14/2016,11/17/2016,"First Class",MB-17305,FUR-CH-10002335,408.006,2,0.1,72.5344
CA-2017-126662,7/17/2017,7/21/2017,"Standard Class",AB-10255,TEC-CO-10004202,479.984,2,0.2,89.997
CA-2015-110947,6/9/2015,6/15/2015,"Standard Class",AG-10765,OFF-BI-10001670,113.1,3,0,56.55
US-2017-163790,11/2/2017,11/4/2017,"Second Class",NL-18310,OFF-BI-10003718,590.352,6,0.2,206.6232
CA-2016-129868,12/26/2016,12/31/2016,"Standard Class",MC-18130,FUR-TA-10003473,902.712,3,0.2,33.8517
CA-2017-145219,12/24/2017,12/25/2017,"First Class",RM-19675,TEC-CO-10001449,2879.952,6,0.2,1007.9832
CA-2016-102162,9/11/2016,9/16/2016,"Standard Class",JF-15565,TEC-CO-10001943,1599.92,8,0,751.9624
CA-2017-130141,10/22/2017,10/24/2017,"Second Class",HA-14905,FUR-CH-10000749,579.136,4,0.2,-28.9568
CA-2015-147501,8/2/2015,8/6/2015,"Standard Class",Co-12640,TEC-MA-10001972,558.4,2,0.2,41.88
CA-2016-139556,4/26/2016,5/1/2016,"Standard Class",DB-13360,FUR-CH-10004983,434.646,3,0.1,62.7822
CA-2015-112130,5/3/2015,5/7/2015,"Standard Class",SV-20785,FUR-CH-10002965,844.116,6,0.3,-36.1764
CA-2016-127698,12/1/2016,12/1/2016,"Same Day",MV-18190,TEC-PH-10003811,863.928,9,0.2,86.3928
CA-2016-159912,8/29/2016,9/3/2016,"Standard Class",GB-14530,FUR-TA-10004152,241.92,4,0.4,-56.448
CA-2017-138149,6/29/2017,6/30/2017,"First Class",WB-21850,OFF-BI-10003091,895.92,5,0.2,302.373
US-2015-122910,5/12/2015,5/16/2015,"Standard Class",LT-16765,TEC-PH-10000441,201.584,2,0.2,20.1584
CA-2014-119151,11/25/2014,11/29/2014,"Second Class",MP-18175,OFF-ST-10003470,1117.92,4,0,55.896
CA-2016-120530,4/7/2016,4/12/2016,"Standard Class",Dl-13600,FUR-CH-10000454,658.746,3,0.1,146.388
CA-2015-105725,2/18/2015,2/24/2015,"Standard Class",GT-14755,OFF-LA-10003510,61.06,2,0,28.0876
CA-2017-168123,3/5/2017,3/5/2017,"Same Day",JD-16060,OFF-ST-10000877,221.16,4,0,57.5016
CA-2015-151589,12/27/2015,12/30/2015,"First Class",RE-19450,TEC-PH-10004345,239.9,2,0,71.97
CA-2016-121370,11/14/2016,11/19/2016,"Second Class",EB-14110,TEC-CO-10004115,1199.976,4,0.4,179.9964
CA-2014-107818,9/8/2014,9/14/2014,"Standard Class",MC-17275,FUR-CH-10000454,975.92,5,0.2,121.99
CA-2015-137526,1/13/2015,1/17/2015,"Standard Class",PB-19150,FUR-FU-10004845,464.85,9,0,92.97
CA-2017-122490,11/13/2017,11/18/2017,"Standard Class",TT-21070,FUR-CH-10001215,2404.704,6,0.2,150.294
CA-2017-143567,11/2/2017,11/5/2017,"Second Class",TB-21175,TEC-AC-10004145,2249.91,9,0,517.4793
CA-2016-163167,11/28/2016,12/1/2016,"Second Class",RF-19345,OFF-ST-10003805,1263.3,6,0,315.825
CA-2017-120936,12/17/2017,12/21/2017,"Standard Class",CA-12310,OFF-ST-10001526,481.32,4,0,125.1432
US-2014-161613,12/1/2014,12/3/2014,"Second Class",MC-17605,FUR-CH-10003746,674.058,3,0.3,-19.2588
CA-2016-160304,1/2/2016,1/7/2016,"Standard Class",BM-11575,TEC-PH-10000455,231.98,2,0,67.2742
CA-2014-157147,1/13/2014,1/18/2014,"Standard Class",BD-11605,OFF-ST-10000078,1325.85,5,0,238.653
CA-2015-142202,9/18/2015,9/23/2015,"Second Class",JR-16210,TEC-AC-10003198,717.12,9,0.2,152.388
CA-2016-149279,4/24/2016,4/28/2016,"Standard Class",CL-12700,FUR-CH-10004287,1325.76,6,0.2,149.148
US-2017-122714,12/7/2017,12/13/2017,"Standard Class",HG-14965,OFF-BI-10001120,1889.99,5,0.8,-2929.4845
CA-2017-155824,3/10/2017,3/15/2017,"Standard Class",KS-16300,OFF-AP-10000390,48.784,1,0.2,3.6588
CA-2015-158659,11/10/2015,11/14/2015,"Second Class",SC-20695,OFF-ST-10003306,714.3,5,0,207.147
CA-2015-169796,11/9/2015,11/14/2015,"Standard Class",Dp-13240,TEC-MA-10000045,2321.9,2,0,1114.512
CA-2015-102876,9/7/2015,9/14/2015,"Standard Class",LR-17035,TEC-PH-10002680,791.964,6,0.4,-131.994
CA-2014-153850,11/24/2014,11/29/2014,"Standard Class",TH-21100,TEC-PH-10002584,1502.376,4,0.4,-250.396
CA-2016-133795,12/18/2016,12/24/2016,"Standard Class",JE-15475,TEC-AC-10003832,772.47,3,0,146.7693
CA-2015-103954,8/9/2015,8/13/2015,"Second Class",HR-14770,FUR-BO-10004690,687.4,5,0,48.118
US-2014-104759,3/31/2014,4/4/2014,"Standard Class",DD-13570,TEC-AC-10004901,79.984,2,0.2,13.9972
CA-2015-141243,1/3/2015,1/8/2015,"Second Class",AH-10465,FUR-BO-10003272,1352.3976,9,0.32,-437.5404
CA-2017-142090,11/30/2017,12/7/2017,"Standard Class",SC-20380,FUR-TA-10001889,1781.682,7,0.4,-653.2834
US-2014-140452,12/6/2014,12/10/2014,"Standard Class",BK-11260,FUR-TA-10004086,214.95,5,0.5,-120.372
CA-2015-127173,9/26/2015,10/3/2015,"Standard Class",GM-14500,TEC-MA-10002859,629.93,7,0,296.0671
CA-2014-160766,9/14/2014,9/14/2014,"Same Day",DM-13015,TEC-MA-10003979,2799.96,4,0,1371.9804
CA-2016-111213,4/1/2016,4/5/2016,"Standard Class",FP-14320,FUR-CH-10000454,1317.492,6,0.1,292.776
CA-2017-128734,12/24/2017,12/31/2017,"Standard Class",JL-15175,FUR-CH-10001394,842.376,3,0.2,105.297
CA-2017-163006,6/30/2017,7/4/2017,"Second Class",GH-14410,TEC-PH-10002584,1001.584,2,0.2,125.198
CA-2014-111192,7/30/2014,8/5/2014,"Standard Class",TS-21430,FUR-BO-10002916,1367.84,8,0,259.8896
CA-2016-122903,5/27/2016,5/29/2016,"Second Class",LA-16780,FUR-CH-10002024,3504.9,5,0,700.98
CA-2015-134719,10/10/2015,10/15/2015,"Standard Class",JD-15790,OFF-ST-10004459,1801.632,6,0.2,-337.806
US-2015-154389,11/27/2015,12/3/2015,"Standard Class",EH-14125,TEC-PH-10002789,748.752,8,0.4,-162.2296
CA-2015-115567,9/13/2015,9/18/2015,"Standard Class",ZC-21910,FUR-CH-10000015,1516.2,7,0,394.212
CA-2016-103982,3/3/2016,3/8/2016,"Standard Class",AA-10315,OFF-SU-10000151,3930.072,3,0.2,-786.0144
CA-2014-115084,10/18/2014,10/22/2014,"Standard Class",LS-17200,FUR-CH-10004626,605.34,6,0,145.2816
US-2016-169369,12/12/2016,12/18/2016,"Standard Class",EC-14050,TEC-AC-10001314,249.95,5,0,19.996
CA-2014-146283,9/8/2014,9/15/2014,"Standard Class",KT-16465,FUR-CH-10004287,966.7,5,0.3,-13.81
CA-2017-108791,7/27/2017,7/31/2017,"Standard Class",TM-21490,TEC-PH-10002660,543.92,8,0,135.98
CA-2016-113831,5/30/2016,6/3/2016,"Standard Class",AH-10690,FUR-TA-10002645,2275.5,10,0,386.835
CA-2017-131254,11/19/2017,11/21/2017,"First Class",NC-18415,OFF-BI-10003527,1525.188,6,0.8,-2287.782
CA-2015-146486,11/9/2015,11/14/2015,"Second Class",DV-13465,TEC-AC-10002637,899.95,5,0,53.997
US-2014-168501,11/21/2014,11/27/2014,"Standard Class",JK-15325,TEC-PH-10004922,267.96,5,0.2,16.7475
CA-2016-136021,8/14/2016,8/18/2016,"Standard Class",JM-15580,TEC-MA-10000423,105.552,6,0.2,35.6238
US-2014-123183,11/19/2014,11/25/2014,"Standard Class",GR-14560,FUR-BO-10000362,1025.88,6,0,235.9524
CA-2016-117681,4/9/2016,4/14/2016,"Standard Class",HF-14995,FUR-BO-10001798,556.665,5,0.15,6.549
CA-2017-132262,9/21/2017,9/23/2017,"First Class",ML-18265,TEC-AC-10000303,79.98,2,0,26.3934
CA-2016-153598,12/3/2016,12/6/2016,"First Class",NM-18520,TEC-AC-10003870,1649.95,5,0,659.98
CA-2016-167115,4/4/2016,4/9/2016,"Standard Class",EH-14185,OFF-BI-10004600,588.784,2,0.2,183.995
CA-2014-105249,11/28/2014,11/28/2014,"Same Day",DH-13675,FUR-BO-10000330,411.332,4,0.15,-4.8392
US-2016-138408,11/18/2016,11/21/2016,"Second Class",KC-16255,TEC-AC-10003870,1319.96,4,0,527.984
CA-2017-117667,12/4/2017,12/9/2017,"Standard Class",MS-17980,TEC-AC-10000580,255.968,4,0.2,-28.7964
CA-2017-160885,12/2/2017,12/6/2017,"Standard Class",JK-16090,TEC-PH-10001795,2479.96,4,0,743.988
CA-2017-133263,3/31/2017,4/2/2017,"Second Class",JE-15610,TEC-CO-10001449,2999.95,5,0,1439.976
CA-2017-157966,3/13/2017,3/13/2017,"Same Day",SU-20665,TEC-CO-10001449,959.984,2,0.2,335.9944
CA-2016-136686,12/12/2016,12/16/2016,"Standard Class",RF-19840,FUR-FU-10004864,383.64,6,0,122.7648
CA-2017-105333,11/30/2017,12/4/2017,"Standard Class",VP-21730,TEC-PH-10001468,546.06,3,0,163.818
CA-2016-158001,8/23/2016,8/27/2016,"Standard Class",JP-15460,OFF-AP-10002118,1040.8,5,0,281.016
CA-2014-126683,9/29/2014,10/1/2014,"Second Class",PP-18955,FUR-TA-10002958,2348.82,9,0,399.2994
CA-2014-154893,12/21/2014,12/27/2014,"Standard Class",GM-14440,FUR-CH-10004287,1325.76,6,0.2,149.148
CA-2017-142342,7/17/2017,7/19/2017,"Second Class",AJ-10795,FUR-BO-10002613,1194.165,5,0.15,210.735
CA-2016-145261,12/18/2016,12/21/2016,"First Class",AH-10120,FUR-TA-10002530,377.45,5,0.5,-264.215
CA-2014-164315,4/2/2014,4/8/2014,"Standard Class",RD-19585,TEC-PH-10001128,1049.93,7,0,293.9804
US-2015-160857,5/8/2015,5/15/2015,"Standard Class",NW-18400,TEC-CO-10004115,2799.944,7,0.2,1014.9797
CA-2014-103191,9/22/2014,9/27/2014,"Standard Class",VG-21805,OFF-ST-10002574,331.536,3,0.2,-82.884
CA-2015-103933,9/25/2015,9/27/2015,"First Class",DR-12880,TEC-AC-10004171,899.91,9,0,395.9604
CA-2017-117324,12/8/2017,12/13/2017,"Standard Class",JP-15520,OFF-AP-10003590,1089.75,3,0,305.13
CA-2016-118514,2/3/2016,2/10/2016,"Standard Class",LC-17050,FUR-CH-10000015,866.4,4,0,225.264
CA-2014-163748,10/14/2014,10/18/2014,"Standard Class",HG-15025,TEC-CO-10002095,1999.96,5,0.2,624.9875
CA-2015-119634,8/11/2015,8/16/2015,"Standard Class",BW-11065,FUR-FU-10004270,46.152,3,0.2,12.1149
US-2016-111528,12/30/2016,12/30/2016,"Same Day",JP-16135,OFF-ST-10001526,481.32,4,0,125.1432
CA-2015-103835,9/24/2015,9/28/2015,"Standard Class",SC-20440,OFF-AP-10002651,1158.12,4,0,335.8548
CA-2015-158939,11/26/2015,12/1/2015,"Standard Class",EA-14035,TEC-CO-10002313,599.99,1,0,233.9961
